희망구매유형,수요기술명,수요기술번호,진행상태,구매희망시기,희망기술개요,키워드,기술도입지원기관,기술지표상세,기술구매조건,기술이전계약설명,기술이전계약유형,정액기술료,기타계약조건,경상기술료,기술센터지역,수집일시,정보충실도
기술매매,안전센서 시스템 개발 기술,00000002906,컨설팅매칭,6개월이내,"- 안전센서는 세단 중 투입구에 피부가 닿으면 자동으로 인식하여 세단을 멈추는 기능임

- 어린이나 애완동물이 세단기를 만져도 세단기의 칼날에 다칠 염려가 없으며, 세단 중 넥타이나 옷자락이 세단기에 들어가더라도 투입구에 손을 대는 것만으로 세단을 멈춰 안전하게 사용하고자 함

- 장치에 부착되어 다양한 기능을 제공할 수 있는 안전센서 시스템 개발 노하우 및 기술이 필요로 함","안전센서 시스템,안전센서,세단기,,",협의후 결정,신제품 개발,협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,전북,2026-07-10,3
기술매매,연료전지용량 측정장비 제조 기술,00000002907,컨설팅매칭,6개월이내,"- 수소 또는 메탄올 등의 연료가 산화할 때 생기는 화학에너지를 전기에너지로 변환시키는 기술 및 장치를 연료전지라고 함 

- 연료전지의 저장소의 어떤 자세에서도 저장소 내부의 변화에 상관없이 저장소에 저장된 연료전지의 용량을 정확히 측정할 수 있는 방법 및 장치에 대한 기술을 필요함

- 더욱이, 복수 개의 용량들을 조합함으로써연료전지의 저장소에 잔류하는 용량을 계산하여 측정하는 장비에 대한 기술이 필요함","연료전지용량,측정장비,연료전지,,",협의후 결정,신제품 개발,협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,전북,2026-07-10,3
기술매매,전동드라이브 제조 기술,00000002908,컨설팅매칭,6개월이내,"- 전동드라이브는 동력 전달에 사용되는 체인 역할을 하고 있음 

- 효율이 높은 전동드라이브를 개발하기 위한 구현 기술이 필요함","전동드라이브,동력전달,체인,,",협의후 결정,신제품 개발,협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,전북,2026-07-10,3
기술매매,성에제거를 통한 냉동효율 향상 제조 기술,00000002909,컨설팅매칭,9개월이내,"- 냉각기의 외부로 배출되는 공기의 풍량을 통해 증발기의 성에 발생 여부를 감지하고, 증발기에 성에 발생시 냉각기의 작동을 정지시키므로 제상작업시 소요되는 전력을 절약하는 성에제거를 통한 냉동효율 향상되는 기술이 필요함","성에제거,냉동효율 향상,냉각기,증발기,전력절약",협의후 결정,신제품 개발,협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,전북,2026-07-10,3
기술협력,전북 특산물을 활용한 건강기능성식품 제조 기술,00000002910,컨설팅매칭,6개월이내,"- 제조 맛, 향, 영양소를 공급하는 특산물 고유의 기능과 면역증강, 노화방지 등 건강에 유익한 기능을 부가적으로 가지고 있는 건강기능식품을 개발하는 기술이 필요","전북 특산물,건강기능성식품,특산물,,",협의후 결정,신제품 개발,협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,전북,2026-07-10,3
"기술협력,기술지도",아크릴 밴딩처리 기술,00000002911,컨설팅매칭,3개월이내,"- 아크릴 가공기술
- 가공 기계장치
- 디자인이 미려한 아크릴 가공품 제작기술","아크릴,밴딩처리,아크릴 가공품,,",협의후 결정,시제품제작,협의 후 진행,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,경기대진,2026-07-10,3
기술협력,식수관 부식방지 및 살균 기술,00000002912,컨설팅매칭,6개월이내,"- 식수관의 오염 및 부식을 효과적으로 방지할 수 있는 장치로, 오존수를 지속적으로 투입하여 신속하게 수돗물을 살균 소독할 수 있음

- 식수관 내의 스케일이나 슬라임을 분해 제거하고, 상수도관의 부식을 억제하여 수명을 연장 시키고 살균시킬수 있는 기술이 필요함","식수관,부식방지,살균,,",협의후 결정,신제품 개발,협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,전북,2026-07-10,3
기술협력,전국편의점 라면 기계 제작 기술,00000002913,컨설팅매칭,6개월이내,"- 편의점에서 판매하는 라면은 현장에서 신속하게 판매되고 편한 시식이 되어야 함 

- 편의점 판매 환경과 적합한 라면 기계에 대한 개발 기술이 필요함","전국편의점,라면 기계,,,",협의후 결정,신제품 개발,협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,전북,2026-07-10,3
기술매매,갑오징어 뼈를 활용한 골재생 기술,00000002914,컨설팅매칭,6개월이내,"- 갑오징어뼈를 활용한 골재생 기술로서 골이식재는 인산칼슘계 다공체에 생분해성 폴리머를 포함하는 코팅층을 포함하고 있음

- 특히 갑오징어뼈로부터 유래한 골지지체의 단점이었던 압축 강도를 더욱 개선시켰으며, 또한 골세포의 분화 및 증식 효과가 더욱 우수하여 골이식재로서 활용도가 높음","갑오징어 뼈,뼈 활용,골재생 기술,,",협의후 결정,신제품 개발,협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,전북,2026-07-10,3
기술협력,지르코니아 제조 기술,00000002915,컨설팅완료,6개월이내,"- 산성의 수용액을 출발 물질로 하고, 저온역에서의 소결성이 우수하고, 또한, 안정된 품질의 안정화 지르코늄 분말 및 이의 전구체를 저렴하게 제조하는 기술을 필요함","지르코니아 ,지르코늄 분말,전구체,,",협의후 결정,신제품 개발,협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,전북,2026-07-10,3
기술협력,초경합금(분말야금) 원소재 제조기술,00000002916,컨설팅매칭,9개월이내,"- 초경합금(분말야금)은 금속 및 세라믹 분말과 분말 성형체의 제조, 소결과 가공을 포함한 일련의 모든 공정을 의미함 

- 따라서 분초경합금(분말야금) 공정은 크게 분말의 제조 단계, 준비된 분말의 성형 및 소결을 포함하는 분말의 가공 단계, 그리고 완성된 제품을 분석 및 평가하는 단계의 3가지 단계로 분류함 

- 분말에서부터 어떤 요구되는 형상, 특성, 조직을 가지는 최종 제품을 만드는 일련의 공정 기술인 초경합금(분말야금) 원소재 제조기술이 필요함","초경합금,분말야금,제조기술,,",협의후 결정,신제품 개발,협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,전북,2026-07-10,3
기술협력,탄소필름 생산기술,00000002917,컨설팅매칭,6개월이내,"- 기재상에 원하는 형상으로 탄소나노튜브 패턴을 형성시켜서, 대전분야, 디스플레이분야, 광학분야 등 여러 분야에 적용할 수 있는 탄소나노튜브 필름을 제조하고자 함

- 대면적 및 미세한 탄소나노튜브 패턴을 간단하고 신속하게 제조할 수 있는 탄소나노튜브 필름을 제조하는 기술이 필요함","탄소필름,탄소나노튜브 패턴,필름제조,,",협의후 결정,신제품 개발,협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,전북,2026-07-10,3
기술협력,관절 및 디스크 치료용 안마의자 제작 기술,00000002918,컨설팅매칭,6개월이내,"- 의자의 후면부에 모터에 의해 상하 슬라이딩되는 작동수단을 설치하고 상기 작동수단에 의해 인체의 허리부를 지지하는 지지프레임부를 승강(昇降)시켜 허리를 가압하거나 가압 상태를 해제할 수 있도록 하여 허리의 주변 근육이나 척추 사이의 연골 등에 가해지는 하중이 이완되도록 함으로써 허리의 통증을 완화시킬 수 있음

- 인체의 허리에 가해지는 하중을 이완시켜 통증을 완화시킬 수 있도록 하거나 또는 변형된 허리를 개선시킬 수 있도록 하는 관절 및 디스크 치료용 안마의자에 대한 기술이 필요함","관절 및 디스크,치료용,안마의자,,",협의후 결정,신제품 개발,협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,전북,2026-07-10,3
라이센스,살균 제빙기,00000002919,컨설팅매칭,3개월이내,"* 액체 여과기를 제조하는 업체로, 고도화된 자외선을 이용하여 살균 제빙기 제조를 희망
- 기존에 제조하고 있는 제빙기에 살균 기능의 추가 및 향상을 희망
- 기기 내부에 강력한 살균이 가능하도록하는 신기술 도입을 희망","제빙기,살균제빙기,자외선 살균,,",협의후 결정,신제품개발,추후 협의 진행,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,경기대진,2026-07-10,3
기술매매,휴대용가스레인지 밸브 제조 기술,00000002920,신청,6개월이내,"- 가스레인지용 유량(流量) 조절하는 조절밸브의 구조를 개선하고자 함

- 버너로 가열되는 용기의 바닥 온도가 설정온도에 도달되면 가스통로의 일부를 차단하고 온도가 낮아지면 다시 가스통로 전부를 개방하는 기술을 활용하고자 함

- 일정온도 범위 내에서 연속적인 조리가 이루어질 수 있도록 구성하여 매우 안전하게 사용할 수 있도록 하는 휴대용가스레인지 밸브 관련 기술이 필요","휴대용가스레인지,밸브,가스레인지밸브,,",협의후 결정,신제품 개발,협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,전북,2026-07-10,3
기술매매,휴대용가스레인지 밸브 제조 기술,00000002921,컨설팅매칭,6개월이내,"- 가스레인지용 유량(流量) 조절하는 조절밸브의 구조를 개선하고자 함

- 버너로 가열되는 용기의 바닥 온도가 설정온도에 도달되면 가스통로의 일부를 차단하고 온도가 낮아지면 다시 가스통로 전부를 개방하는 기술을 활용하고자 함

- 일정온도 범위 내에서 연속적인 조리가 이루어질 수 있도록 구성하여 매우 안전하게 사용할 수 있도록 하는 휴대용가스레인지 밸브 관련 기술이 필요","휴대용가스레인지,밸브,가스레인지밸브,,",협의후 결정,신제품 개발,협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,전북,2026-07-10,3
기술협력,소음저감 드라이기 및 무날개 선풍기기술,00000002922,컨설팅매칭,9개월이내,- 선풍기가 날개없이 공기 흐름을 발생시킴은 물론 이중 구조의 송풍체로 이루어져 공기 흐름 분포를 균일하게 하는 동시에 공기 흐름의 공급 범위를 증대시킬 수 있는 날개없는 선풍기를 개발할 수 있는 기술이 필요함,"소음저감,드라이기,무날개,선풍기,",협의후 결정,신제품 개발,협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,전북,2026-07-10,3
기술매매,학습관리시스템(SW) 제작 기술,00000002923,컨설팅매칭,9개월이내,"- 학습 관리 시스템(Learning Management System, 간단히 LMS)은 학습자의 학습을 지원하고 관리하는 시스템임

- 사이버 공간에서 학습자가 원하는 학습 진행을 위해서는 교육과정을 개설하고 수강신청을 하는 등 교사와 학생이 학습에 참여하기 위한 준비과정이 필요함

- 온라인 학습에서 필요한 학급 편성 기능, 협동학습 기능, 출결관리 기능, 게시판 기능 등이 LMS의 주요기능임

- 학생의 개별학습을 위한 맞춤형 학습 환경을 효과적으로 구성할 수 있는 학습 관리 시스템 구현 기술이 필요함","학습관리시스템,소프트웨어,LMS,,",협의후 결정,신제품 개발,협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,전북,2026-07-10,3
기술협력,Metal Fiber 소재 생산 기술,00000002924,컨설팅매칭,6개월이내,"- 철·알루미늄박(箔) 등의 여러 가지 금속사(金屬絲)가 생산되고 있음

- 제법은 용융방사법(溶融紡絲法), 다이스로 뽑아내는 방법, 선상(線狀)으로 결정성장(結晶成長)시키는 방법 등이 있음

- 철·알루미늄 등의 용융체(溶融體)로부터 금속섬유를 만드는 방법에 대한 기술이 필요함","metal fibe,소재 생산,용융체,금속섬유,",협의후 결정,신제품 개발,협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,전북,2026-07-10,3
